GeneName	SW480_T0_Rep1_TPM	SW480_T0_Rep2_TPM	SW480_T24_Rep1_TPM	SW480_T24_Rep2_TPM	SW480_T48_Rep1_TPM	SW480_T48_Rep2_TPM	SW480_T72_Rep1_TPM	SW480_T72_Rep2_TPM
RNASET2	15.58	16.55	18.68	16.65	20.08	22.09	20.7	18.61
RND1	1.43	1.36	0.93	1.26	1.12	1.47	1.86	1.29
RND2	0.15	0.23	0.13	0.12	0.2	0.21	0.2	0.18
RND3	4.25	5.92	6.44	6.08	8.11	8.09	11.7	10.39
RNF10	69.32	76.91	71.56	69.29	68.02	68.77	77.36	53.37
RNF103	9.83	10.37	7.62	8.96	9.35	9.77	10.45	9
RNF103-CHMP3	0	0.42	0.28	0.12	0.31	0.28	0.19	0.24
RNF11	23.57	28	23.42	22.25	28.74	31.81	41.23	31.65
RNF111	6.38	5.93	4.81	5.29	6.69	5.16	5.69	5.22
RNF112	0.01	0.2	0.08	0.2	0.17	0.2	0.16	0.19
RNF113A	22.53	22.57	21.48	21.02	21.61	24.07	19.67	15.06
RNF113B	0.04	0	0.03	0	0.04	0.09	0.04	0
RNF114	51.43	49.39	46.42	46.59	47.16	44.35	41.7	33.13
RNF115	4.2	4.68	3.93	3.79	4.01	4.15	3.92	2.86
RNF121	18.68	19.11	17.03	16.74	14.95	17.13	14.95	12.54
RNF122	0.96	1.27	1.06	0.92	1.33	1.11	1.94	1.55
RNF123	15.18	13.22	16.92	12.09	14	13.58	12.7	9.37
RNF125	1.27	0.55	0.56	0.72	0.86	0.49	0.46	0.65
RNF126	13.86	15.04	13	11.26	10.97	11.12	8.88	6.95
RNF128	16.03	16.17	16.12	15.67	21.74	23.68	30.17	21.44
RNF13	16.2	16.23	16.74	15.9	18.46	18.03	15.86	12.25
RNF130	19.93	21.52	21.25	20.79	23.29	24.18	20.32	15.83
RNF133	0	0.03	0.03	0.04	0.07	0.12	0.14	0.13
RNF135	0	0	0	0.06	0	0.02	0	0
RNF138	29.29	32.83	25.87	24.59	24.84	26.77	23.5	18.06
RNF139	6.79	7.08	7.21	6.39	9.9	10.7	10.67	8.02
RNF14	21.26	20.85	20.75	21.73	20.87	21.09	15.67	11.93
RNF141	11.07	11.34	12.8	12.69	17.37	18.34	29.43	20.36
RNF144A	1.1	1.18	1.5	0.97	0.9	1.25	1.15	0.64
RNF144B	2.39	2.44	2.5	1.69	1.57	1.42	1.35	0.81
RNF145	21.88	23.54	17.79	18.35	18.89	19.47	16.86	11.87
RNF146	13.17	10.65	12.13	11.8	12.42	12.2	12.66	8.67
RNF148	0	0.08	0.14	0.05	0.04	0.09	0.16	0.08
RNF149	21.59	19.49	20.6	22.7	18.61	21.01	18.17	14.39
RNF150	0.01	0	0	0.02	0.05	0.02	0.05	0.02
RNF151	0.07	0.21	0	0.09	0	0	0	0
RNF152	0.74	0.46	0.55	0.55	1.15	0.68	0.78	0.93
RNF157	10.47	10.62	8.4	7.81	8.96	9.19	10.58	8.91
RNF165	0	0	0.07	0	0.05	0.02	0.03	0
RNF166	9.17	9.22	9.29	9.25	7.31	6.88	6.7	6.17
RNF167	45.82	45.22	47.54	40.48	43.75	40.22	37.92	36.43
RNF168	9.31	9.13	7.33	7.88	8.5	7.98	7.79	5.99
RNF169	9.38	9.78	9.16	9.03	8.61	8.05	9.79	7.86
RNF17	0	0	0.09	0.03	0.05	0.07	0.03	0.08
RNF170	8.15	7.22	7.04	7.96	7.66	7.79	7.26	4.2
RNF175	0.03	0.03	0.08	0.03	0.02	0	0.03	0.02
RNF180	0	0	0	0	0.01	0.03	0	0
RNF181	89.95	88.14	87.6	89.13	90.04	88.45	79.9	56.21
RNF182	0.22	0.34	0.29	0.24	0.24	0.25	0.21	0.16
RNF183	0.04	0.02	0.02	0.04	0.02	0.02	0.07	0.12
RNF185	7	7.85	6.14	6.79	7.62	6.87	6.96	6.07
RNF186	0.04	0.16	0.07	0.12	0.3	0	0.51	0.15
RNF187	139.78	122.8	144.01	128.41	127.86	134.05	67.67	53.55
RNF19A	7.42	6.66	5.2	6.52	6.8	5.57	7.36	7.15
RNF19B	3.04	3.47	3.38	3.34	3.84	4	3.52	3.16
RNF2	10.67	10.6	8.27	10.3	10.77	11.06	12.1	7.94
RNF20	12.6	11.69	12.72	11.58	15.1	12.88	13.55	11.36
RNF207	11.06	11.91	11.43	11.02	9.57	10.47	19.46	14.14
RNF208	2.56	2.16	2.01	2.14	1.13	1.95	1.6	2.51
RNF212	0	0.14	0	0.17	0	0	0	0
RNF212B	0	0	0	0.17	0	0.25	0	0
RNF213	15.13	16.4	16.13	13.72	12.36	14.52	15.86	11.74
RNF214	14.24	14.52	13.06	13.99	12.62	12.95	14.74	11.92
RNF215	6.79	6.62	6.12	6.91	5.06	6.9	6.14	4.61
RNF216	26.7	25.46	24.15	22.38	25.01	24.35	24.95	21.07
RNF217	5.13	3.65	4.12	3.07	3.8	4.25	5.45	3.89
RNF220	63.99	59.03	61.4	55.09	55.49	51.16	49.42	40.43
RNF222	0.05	0.05	0.02	0.07	0.05	0.04	0.09	0.02
RNF223	2.63	2.53	2.63	2.31	1.79	1.64	1.24	0.67
RNF224	0.61	0.27	0.49	0.42	0.32	0.13	0.2	0.2
RNF225	0.16	0.21	0.24	0.26	0	0.13	0.11	0.07
RNF24	5.1	5.55	5.18	4.7	5.24	4.86	3.87	3.66
RNF25	16.71	14.44	13.59	13.94	13.17	13.15	15.45	14.81
RNF26	8.71	9.41	9.19	8.65	8.87	8.74	7.69	7.9
RNF31	19.25	17.38	18.39	19.61	16.47	18.64	26.1	16.87
RNF32	2.46	1.75	1.56	3.34	2.37	2.7	1.62	1.29
RNF34	26.21	24.46	24.86	24.53	22.42	26.68	24.37	23.09
RNF38	8.71	6.5	6.46	5.94	10	7.18	13.17	12.02
RNF39	1.48	1.75	1.71	1.37	1.94	1.86	3.06	1.94
RNF4	23.56	22.59	20.66	18.5	25.17	22	29.17	23.45
RNF40	41.78	39.68	35.61	36.58	43.36	38.5	49.23	39.27
RNF41	27.95	27.33	25.14	24.01	26.54	26.8	20.66	14.18
RNF43	59.06	61.88	59.02	55.44	70.3	71.79	100.68	87.18
RNF44	23.01	23.51	19.22	18.11	18.25	17.24	21.4	19.62
RNF5	21.93	21.38	20.17	21.29	25.45	25.77	29.38	24.21
RNF6	29.79	33.69	25.41	27.42	28.21	28.79	27.73	18.73
RNF7	38.29	35.83	33.4	36.7	35.49	39.88	33.78	23.11
RNF8	14.21	13.72	14.75	14.76	15.16	17.32	14.52	10.67
RNFT1	14.31	13.51	12.93	12.47	13.31	14.62	14.37	10.03
RNFT2	12.8	14.01	11.64	12.08	13.49	13.94	15.25	12.46
RNGTT	9.28	10.43	9.13	8.9	10.68	10.07	12.2	9.62
RNH1	40.7	41.19	35.87	35.48	39.82	39.5	41.66	27.22
RNLS	2.83	2.8	2.92	3.5	4.25	3.39	4.73	3.04
RNMT	15.93	16.62	15.36	14.64	15.46	14.08	14.33	11.05
RNPC3	7.44	5.05	6.07	6.62	5.48	6.97	8.25	5.95
RNPEP	15	17.12	16.9	16.26	17.41	16.25	18.41	13.32
RNPEPL1	15	15.85	13.58	13.99	13.99	15.66	12.36	12.11
RNPS1	119.96	124.52	112.1	105.71	107.84	112.17	90.08	74.1
ROBO1	164.99	148.56	162.25	153.69	213.07	189.88	297.52	223.88
ROBO2	31.23	36.61	30.18	29.29	32	33.75	47.24	38.21
ROBO3	0.33	0.27	0.16	0.21	0.16	0.32	0.38	0.16
ROBO4	0	0.02	0.04	0.07	0.34	0.03	0.04	0.01
ROCK1	25.35	25.63	23.86	23.8	25.17	24.55	26.45	20.4
ROCK2	74.06	72.77	64.87	65.1	61.24	61.65	43.42	33.11
ROGDI	25.68	22.81	25.19	27.26	25.02	26.1	32.85	21.98
ROM1	1.3	1.68	1.46	1	1.11	0.66	1.33	0.46
ROMO1	172.81	165.82	176.6	175.83	159.41	165.86	126.9	82.69
ROPN1	0	0	0.06	0	0	0.06	0	0.05
ROPN1B	0.47	0.92	0.65	0.86	1.62	1.48	1.91	0.95
ROPN1L	0.07	0	0	0.05	0.07	0	0.07	0.05
ROR1	0.06	0.04	0.11	0.11	0.08	0.07	0.05	0.05
ROR2	0.05	0.17	0.05	0.23	0.04	0.04	0.04	0.04
RORA	1.19	0.92	1.13	0.88	1.33	1.3	2.06	1.46
RORB	0.02	0	0.01	0.01	0.03	0.06	0.15	0.16
RORC	0.12	0.12	0.13	0.22	0.26	0.4	0.19	0.18
ROS1	0.01	0.02	0.02	0.02	0.03	0.03	0.01	0.02
RP1	0.69	0.81	0.39	0.49	0.77	0.54	0.49	0.21
RP1L1	0.09	0.03	0.08	0.07	0.11	0.06	0.15	0.05
RP2	3.66	4.05	3.85	4.18	5.98	5.12	5.89	4.23
RP9	49.95	49.09	46.25	45.6	43.04	44.22	33.25	27.31
RPA1	20.21	21.88	19.2	21.51	20.77	20.16	18.49	11.42
RPA2	30.45	31.93	30.85	29.21	33.12	37.59	30.57	23.54
RPA3	48.97	49.58	44.99	48.03	49.17	49.56	36.94	24.8
RPA4	0.29	0.13	0.14	0.14	0.17	0.11	0.03	0.2
RPAIN	37.88	34.96	32.38	35.69	32.26	33.83	36.22	26.83
RPAP1	11.73	10.47	11.26	8.82	9.18	9.35	10.16	9.11
RPAP2	10.08	12.96	10.11	11	10.71	12.63	10.72	7.61
RPAP3	21.27	21.53	19.51	18.32	19.8	21.08	22.01	16.61
RPE	35.57	37.25	37.46	36.24	36.05	36.52	27.98	18.35
RPE65	0	0	0	0.01	0.23	0.17	0.32	0.23
RPEL1	0.09	0.36	0.33	0.18	0.12	0.38	0.21	0.11
RPF1	32.18	32.85	31.15	32.14	30.45	32.08	24.87	18.73
RPF2	34.2	32.16	29.15	29.74	27.91	29.75	23.85	18.31
RPGR	9.06	9.53	10.28	8.68	9.52	9.61	7.52	5.64
RPGRIP1	0.07	0.02	0.11	0.04	0.3	0.09	0.16	0.23
RPGRIP1L	4.92	4.9	4.44	3.95	5.06	3.91	6.24	4.77
RPH3A	0.11	0	0.17	0.06	0.2	0.18	0.13	0.17
RPH3AL	9.99	11.62	10.34	10.29	9.9	12.63	9	5.27
RPIA	13.44	14.97	10.25	12.08	11.09	13.88	13.46	11.12
RPL10	1940.28	1964.48	1929.84	1950.21	2136.45	2223.71	1740.57	1260.35
RPL10A	735.21	740.3	743.55	729	821.38	822.2	655.25	470.02
RPL10L	0.07	0.07	0.12	0.25	0.14	0.32	0.21	0.34
RPL11	1347.99	1311.4	1414.8	1390.78	1377.67	1335.33	1172.94	799.5
RPL12	1411.46	1305.71	1584.43	1542	1632.19	1565.42	1538.53	1111.7
RPL13	1470.72	1458.46	1495.54	1478.32	1522.11	1616.48	1286.19	919.78
RPL13A	2666.82	2576.18	2819.03	2939.75	3117.86	3105.88	2906.95	2056.45
RPL14	578.4	581.92	598.76	593.32	645.99	656.84	655.87	486.09
RPL15	819.63	826.93	822.47	826.01	961.12	995.12	946.5	712.85
RPL17	1021.78	1022.18	1054.6	1053.87	1209.24	1202.27	1343.92	975.21
RPL17-C18orf32	1.87	2.44	4.85	2.31	1.29	2.88	2.76	2.18
RPL18	1660.94	1657.43	1667.74	1649.01	1895.42	1959.78	1722.76	1327.07
RPL18A	1322.49	1349.58	1420.84	1412.45	1450.28	1511.22	1309.21	1014.21
RPL19	1440.43	1390.19	1532.95	1509.94	1590.48	1624.3	1409.57	1033.14
RPL21	697.81	704.05	727.96	760.63	840.25	834.27	939.55	668.53
RPL22	618.28	604.62	629.73	599.76	777.83	765.55	830.15	559.81
RPL22L1	20.91	25.91	23.94	25.76	17.26	20.17	16.39	10.19
RPL23	1087.81	1089.06	1096.18	1066.78	1384.2	1377.77	1610.62	1169.94
RPL23A	1132.46	1120.69	1123.79	1086.76	1346.35	1362.35	1448.56	1084.85
RPL24	463.47	468.07	451.41	467.27	553.09	546.72	573.52	427.77
RPL26	1703.84	1667.82	1738.13	1820.14	1860.26	1831.6	2032.64	1454.41
RPL26L1	30.04	29.71	28.65	26.58	30.45	31.49	28.06	19.26
RPL27	581.76	587.38	614.72	606.03	640.45	635.63	613.17	455.38
RPL27A	1423.4	1402.24	1527.12	1535.56	1719.46	1728.33	1768.77	1260.18
RPL28	789.69	758.47	893.01	737.56	997.58	986.39	962.87	862.43
RPL29	806.89	826.19	798.28	779.57	917.22	937.44	866.22	633.74
RPL3	1089.72	1091.46	1090.35	1061.68	1232.99	1209.81	999.61	760.25
RPL30	930.44	949.29	1043.6	1075.28	1127.75	1132.57	1017.07	753.09
RPL31	1811.48	1846.95	1856.9	1885.53	1970.49	2078.43	1848.43	1245.93
RPL32	1112.02	1060.09	1201.56	1114.33	1311.9	1289.66	1222.51	886.3
RPL34	631.91	671.66	632.55	718.34	738.45	789.03	681.76	492.41
RPL35	1304.97	1264.36	1379.58	1363.2	1385.73	1421.61	1489.27	1066.71
RPL35A	643.62	672.67	658.15	705.39	743.22	778	617.76	456.17
RPL36	817.73	796.54	868.61	815.7	915.79	900.56	899.36	657.61
RPL36A	2107.48	2028.53	2163.86	2163.42	2523.28	2451.21	2775.37	2083.06
RPL36A-HNRNPH2	2.67	5.21	1.33	2.08	1.51	3.49	1.95	0.81
RPL36AL	148.87	143.95	157.02	161.29	183.55	180.46	189.03	133.92
RPL37	1320.49	1300.25	1341.53	1323.44	1536.38	1579.86	1514	1134.58
RPL37A	2051.9	2047.32	2072.55	2152.52	2329.88	2439.78	2094.07	1470.34
RPL38	1163.58	1173.15	1147.65	1143.55	1378.7	1392.41	1508.44	1172.25
RPL39	1506.11	1673.83	1508.98	1802.6	1797.35	1871.63	1518.31	1078.22
RPL39L	0.18	0.19	0.11	0.19	0.56	0.23	0	0.1
RPL3L	0.29	0.22	0.27	0.27	0.09	0.05	0.09	0.19
RPL4	3293.96	3201.45	3170.61	3212.74	3550.64	3609.33	3284.12	2407.08
RPL41	2197.81	2156.8	2297.22	2193	2566.94	2587.62	2569.99	1861.19
RPL5	839.47	872.24	870.01	919.98	956.39	958.74	928.6	704.35
RPL6	1432.41	1497.25	1481.69	1529.98	1649.71	1730.28	1537.59	1107.49
RPL7	1115.05	1115.68	1131.33	1175.05	1396.74	1373.54	1343.24	907.36
RPL7A	1210.22	1173.61	1176.66	1167.22	1460.34	1436.19	1476.53	1050.61
RPL7L1	78.48	80.71	75.24	78.41	83.89	83.79	71.49	49.77
RPL8	1122.96	1109.44	1225.99	1123.24	1259.36	1174.4	1166.36	882.16
RPL9	715.28	746.39	734.21	773.06	827.01	815.59	858.21	608
RPLP0	2360.32	2398.48	2417.27	2487.43	2559.58	2616.55	2375.12	1678.41
RPLP1	1551	1573.12	1616.46	1500.82	1600.28	1652.74	1647.5	1406.96
RPLP2	768.42	812.91	710	792.21	784.12	862.39	659.64	460.01
RPN1	110.47	115.1	110.63	109.65	125.13	124.1	103.4	78.07
RPN2	185.89	190.14	187.23	188.14	214.19	208.09	176.79	146.66
RPP14	13.82	12.89	11.44	12.98	13.53	11.46	8.96	7.25
RPP21	34.88	37.61	40.79	36.48	36.1	36.2	33.23	24.15
RPP25	19.9	19.15	17.9	15.96	16.62	17.22	13.15	10.36
RPP25L	15.63	13.5	13.19	12.93	14.33	15.81	10.48	8.11
RPP30	24.95	26.45	21.69	21.66	22.29	23.75	15.95	11.29
RPP38	10.87	12.26	10.48	12.81	11.89	13.86	11.09	9.13
RPP40	10.24	13.11	11.34	12.34	12.2	11.33	9.02	6.48
RPRD1A	39.94	37.03	35.23	37.37	32.86	34.91	26.48	20.07
RPRD1B	21.64	23	18.66	19.62	17.12	18.19	12.48	12.13
RPRD2	7.02	7.65	6.56	6.43	6.58	6.93	6.27	5.61
RPRM	0.35	0.24	0.12	0.23	0.25	0.48	0.39	0.5
RPRML	0.1	0.09	0.04	0.2	0	0.17	0	0.12
RPS10	717.13	724.61	743.86	754.57	782.71	810.44	694.12	515.82
RPS10-NUDT3	11.82	8.6	9.93	9.66	10.76	9.8	7.85	7.17
RPS11	2525.67	2482.39	2693.36	2619.86	2989.39	2919.97	3097.06	2287.78
RPS12	993.94	995.52	1034.56	1081.91	1107.16	1166.2	937.29	647.24
RPS13	797.01	822.25	846.98	878.96	885.47	928.23	759.36	573.12
RPS14	721.72	714.43	734.39	748.01	764.59	779.87	618.86	453.86
RPS15	363.05	373.46	362.8	343.17	408.16	425.73	428.21	342.54
RPS15A	759.68	765.84	817.9	868.24	896.42	894.51	917.49	637.88
RPS16	975.45	1139.53	1016.68	982.65	996.05	994.49	932.86	932.4
RPS17	2241.96	2153.25	2411.64	2396.51	2444.37	2508.03	2724.8	1819.8
RPS18	1511.4	1480.41	1637.6	1639.66	1647.48	1643.05	1377.88	923.02
RPS19	3010.37	3068.64	3214.05	3428.87	3372.32	3646.59	2493.92	1753
RPS19BP1	83.17	85.58	78.35	79.32	71.2	76.43	47.7	32.92
RPS2	1944.61	1980.95	2191.67	2083.45	2287.49	2262.19	2193.27	1786.89
RPS20	875.38	868.43	909.03	952.77	1017.68	1015.87	1050.33	725.7
RPS21	1309.65	1371.75	1287.55	1383.6	1221.17	1268.83	970.7	734.18
RPS23	1764.46	1750.28	1849.56	1955.36	2023.15	2026.97	1748.5	1211.95
RPS24	2062.55	1989.7	2095.29	2223.77	2531.29	2370.69	2697.74	1904.53
RPS25	622.94	632.56	621.15	638.91	759.02	789.31	828.98	597.58
RPS26	198.38	192.57	202.4	196.94	216.13	225.05	249.06	203.39
RPS27	1867.52	1936.84	1980.43	2037.96	2402.8	2535.71	2586.07	1799.99
RPS27A	1393.12	1418.59	1432.38	1565.76	1456.32	1488.56	1282.72	892.9
RPS27L	27.18	26.64	24.77	25.71	28.5	27.26	30.76	22.88
RPS28	592.75	586.34	624.95	579.03	673.38	704.27	588.66	501.47
RPS29	683.44	794.9	700.13	860.67	684.13	839.71	598.39	425.78
RPS3	1885.92	1791.21	1947.09	1895.73	2182.29	2153.61	1948.29	1473.69
RPS3A	852.62	894.99	890.11	986.16	981.68	995.84	1001.6	701.51
RPS4X	873.34	871.35	885.3	886.03	1093.4	1068.87	1072.16	792.59
RPS4Y1	0	0	0	0	0	0	0	0
RPS4Y2	0	0	0	0	0	0	0	0
RPS5	976.45	1006.21	1008.56	1005.85	1050.12	1078.56	816.86	567.11
RPS6	1104.47	1105.48	1216.26	1207.44	1321.83	1325.99	1388.68	1009.13
RPS6KA1	12	11.61	11.52	11.08	12.37	12.13	17.4	13.76
RPS6KA2	9.57	10.13	6.77	7.41	8.85	6.81	6.54	4.48
RPS6KA3	20.74	25.24	20.84	19	23.98	22.87	23.7	18.4
RPS6KA4	21.51	22.56	20.5	17.84	16.53	17.15	16.68	14.71
RPS6KA5	5.42	5.49	4.15	4.45	5.34	4.96	5.79	4.42
RPS6KA6	6.9	7.2	6.91	7.12	6.48	7.24	5.77	4.41
RPS6KB1	35.62	32.53	30.43	29.1	33.37	27.9	38.2	29.3
RPS6KB2	42.25	40.55	39.31	38.74	37.89	38.74	41.37	32.64
RPS6KC1	9.05	9.39	9.38	9.1	9.26	9.05	10.57	7.38
RPS6KL1	25.02	24.66	25.5	24.72	21.9	20.71	21.55	17.26
RPS7	965.44	994.22	1005.94	1073	1047.37	1065.85	907.13	654.62
RPS8	939.55	948.83	947.36	986.62	1040.17	1080.1	991.22	710.53
RPS9	677.81	682.55	676.11	668.67	784.33	808.39	724.12	511.8
RPSA	777.63	808.98	798.48	856.46	863.14	896.35	809.05	587.74
RPTN	0	0.05	0.01	0.02	0.14	0.12	0.42	0.29
RPTOR	18.55	18.12	16.7	15.91	14.62	14.28	13.62	10.29
RPUSD1	25.47	26.82	24.65	23.38	22.02	22.22	19	15.16
RPUSD2	7.56	7.67	8.28	6.55	6.41	7.1	8.59	4.46
RPUSD3	25.23	24.99	21.82	21.56	22.98	24.03	20.53	19.04
RPUSD4	24.05	21.88	18.03	18.55	17.07	16.14	17.14	13.14
RRAD	0.03	0.34	0.08	0	0.2	0	0.09	0.15
RRAGA	21.45	24.43	20.76	22.03	24.96	27.02	18.5	14.16
RRAGB	6.58	6.76	8.35	5.75	8.2	7.92	10.49	6.74
RRAGC	3.64	3.41	3.62	3.22	4.22	3.87	3.16	2.13
RRAGD	12.14	15.68	12.54	15.98	17.8	18.63	17.71	11.61
RRAS	4.55	4.9	5.12	4.81	8.44	8.94	16.18	15.21
RRAS2	21.61	18.4	17.21	19.03	17.86	16.99	11.75	8.29
RRBP1	77.9	75.75	91.46	81.23	117.56	112.86	135.25	94.42
RREB1	11.66	11.91	12.55	11.39	12.82	12.77	15.55	12.03
RRH	0.03	0.1	0.09	0.08	0.04	0.04	0.04	0
RRM1	87.2	86.56	67.98	65.47	69.82	64.52	50.32	45.91
RRM2	61.19	59.73	41.07	45.78	53.94	50.01	44.58	35.98
RRM2B	5.88	7.12	5.78	5.96	7.23	6.88	5.2	3.8
RRN3	27.62	29.34	24.94	26.95	27.17	26.6	21.97	16.56
RRNAD1	12.59	11.97	13.13	11.74	12.12	11.44	14.72	7.72
RRP1	37.48	37.18	30.66	31.35	29.99	32.17	31.69	25
RRP12	17.34	17.02	14.44	13.27	13.64	12.98	11.43	8.98
RRP15	26.12	26.82	22.87	20	24.9	23.84	19.84	16.88
RRP1B	40.83	40.84	36.79	36.67	38.41	38.56	33.5	25.39
RRP36	33.88	38.81	32.1	37.2	38.57	37.68	33.91	26.13
RRP7A	29.08	27.17	23.05	22.06	23.19	23.09	17.21	14.09
RRP8	20.71	19.08	19.46	18.85	18.24	16.93	17.18	12.29
RRP9	20.68	21.66	17.83	18.41	20.63	19.22	16.86	11.66
RRS1	16.58	15.4	13.21	12.91	14.29	14.53	11.86	8.99
RS1	0.03	0.02	0.11	0.05	0.05	0.05	0.03	0
RSAD1	40.22	43.81	36.02	36.32	33.83	33.97	39.71	28.58
RSAD2	0.13	0.13	0.08	0.1	0.06	0.3	0.03	0.12
RSBN1	5.16	6.14	5.72	4.54	6.95	5.24	6.45	4.49
RSBN1L	15.65	16.82	14.12	14.67	17.89	18.73	19.94	18.11
RSC1A1	6.74	6.38	4.3	4.19	4.31	3.55	4.8	4.13
RSF1	26.99	28.19	24.06	22.5	29.71	25.6	34.19	28.34
RSL1D1	139.95	140.91	128.34	131.26	140.4	135.13	141.94	111.18
RSL24D1	60.93	65.5	53.89	58.76	58.43	60.99	51.54	36.39
RSPH1	0.65	0.35	0.52	0.68	1.19	1.51	1.84	1.91
RSPH10B	0.23	0.18	0.18	0.25	0.06	0.09	0.08	0.04
RSPH10B2	0.19	0.11	0.69	0.15	0.23	0.26	0.12	0.22
RSPH14	0.31	0.32	0.25	0.5	0.34	0.38	0.33	0.67
RSPH3	2.95	2.75	2.76	2.74	4.23	4.06	4.71	4.44
RSPH4A	0.14	0.21	0.06	0.11	0.34	0.33	0.18	0.22
RSPH6A	0.04	0.06	0.09	0.08	0.04	0.07	0.14	0.08
RSPH9	1.03	1.03	0.72	0.61	0.43	0.65	0.63	0.75
RSPO1	0	0	0	0	0	0.02	0	0
RSPO2	1.15	2.14	1.52	1.89	1.28	1.89	1.21	1.55
RSPO3	0	0	0	0	0.04	0	0	0
RSPO4	0	0	0.02	0.05	0.02	0.08	0	0.1
RSPRY1	9.46	9.65	9.41	9.06	13.11	11.62	13.81	10.97
RSRC1	27.32	29.6	28.66	30.55	26.05	28.19	21.82	18.21
RSRC2	85.94	79.97	71.84	72.06	72.15	66.58	88.82	62.79
RSRP1	27.41	28.84	30.68	32.69	26.22	26.27	43.72	29.74
RSU1	17.1	15.77	15.09	15.36	17.57	17.74	17.16	12.87
RTBDN	0.33	0.13	0.02	0.11	0.16	0.34	0	0.03
RTCA	20.6	21.09	20.41	21.24	24.92	22.72	21.78	15.34
RTCB	62.24	59.53	55.97	57.61	56.06	60.03	48.09	34.86
RTEL1	18.41	18.03	20.03	19.23	18.21	17.93	18.55	17.5
RTEL1-TNFRSF6B	7.59	6.66	6.95	6.01	5.41	4.91	6.21	4.75
RTF1	14.8	16	13.11	15.09	16.1	18.61	19.01	14.48
RTKN	77.56	78.43	80.02	74.88	77.21	79.8	80.72	64.02
RTKN2	2.96	3.73	3.39	3.89	3.3	3.04	2.74	2.27
RTL1	0	0.01	0.02	0	0.04	0	0.01	0
RTN1	1.42	1.6	2.21	1.87	2.67	2.45	2.05	1.51
RTN2	6.93	4.69	7.1	5.33	4.3	4.88	3.64	3.85
RTN3	51.38	51.29	51.33	51.75	50.08	50.06	41.57	30.13
RTN4	70.45	74.11	66.95	73.07	86.08	86.14	85.85	74.08
RTN4IP1	5.93	6.6	6.76	6.64	4.84	5.62	4.34	2.86
RTN4R	2.78	2.37	1.99	1.7	1.92	2.01	1.05	1.13
RTN4RL1	0.01	0.03	0.02	0.03	0.05	0.03	0	0.02
RTN4RL2	1.18	2.12	1.8	0.93	0.85	0.95	0.43	0.58
RTP1	0	0	0	0	0	0	0.02	0.03
RTP2	0	0	0	0	0	0	0	0
RTP3	0.04	0	0	0.05	0	0	0.04	0
RTP4	0.03	0.03	0.09	0.04	0	0.04	0.07	0.04
RTP5	0.02	0	0.04	0	0.02	0	0	0
RTTN	5.48	6.46	6.05	4.67	5.54	5.37	5	5.17
RUBCN	6.01	6.45	5.78	4.56	5.15	5.82	5.85	6.23
RUBCNL	2.09	2.21	1.76	1.63	3.03	2.41	2.28	1.36
RUFY1	10.68	11.62	12.02	12.78	13.08	13.22	17.96	13.58
RUFY2	4.68	5.4	6.07	5.28	5.91	6.34	10.76	7.97
RUFY3	11.08	10.86	11.41	10.72	12.34	11.46	15.93	11.5
RUFY4	0.02	0	0.04	0.02	0.02	0	0.12	0.17
RUNDC1	5.78	6.45	6	5.33	6.76	5.31	6.64	5.11
RUNDC3A	1.13	0.69	0.73	0.76	0.74	0.84	0.45	0.63
RUNDC3B	2.45	3.33	1.7	2.33	2.56	3.44	1.79	2.01
RUNX1	33.84	33.74	30.86	26.7	26.23	24.19	25.09	24.89
RUNX1T1	0.01	0.07	0.29	0	0.21	0.21	0.46	0.18
RUNX2	2.62	3.18	3.29	2.65	3.09	3.04	3.27	2.99
RUNX3	20.48	21.48	24.97	19.12	22.21	22.26	13.77	13.28
RUSC1	13.88	14.13	13.28	11.03	13.01	11.74	10.38	9.5
RUSC2	1.95	2.07	1.7	1.47	1.63	1.95	2.54	2.14
RUVBL1	54.41	54.87	48.31	49.3	55.51	51.49	46.95	38.21
RUVBL2	181.54	174.21	178.72	160.26	177.75	174.62	169.33	120.8
RWDD1	24.56	29.96	28.55	33.34	30.61	27.93	33.31	24.94
RWDD2A	1.22	1.21	1.52	1.45	1.24	1.39	1.35	1.05
RWDD2B	15.49	15.65	17.17	19.17	16.54	18.23	15.79	12.7
RWDD3	5.5	4.33	5.13	6.1	6.7	6.26	7.07	3.72
RWDD4	16.99	15.88	16.88	16.72	15.41	17.06	16.2	11.72
RXFP1	0	0.03	0	0.05	0.08	0.13	0.08	0
RXFP2	0	0	0	0	0	0	0	0
RXFP3	0.05	0	0	0	0.08	0	0.03	0.03
RXFP4	0.67	0.33	0.52	0.53	0.44	0.73	0.38	0.41
RXRA	9.71	9.59	11.03	9.25	9.94	9.17	8.06	6.85
RXRB	10.75	10.96	11.22	9.15	9.13	9.46	10.79	9.35
RXRG	0	0	0	0	0	0	0	0
RYBP	3.14	3.41	2.72	2.91	3.45	3.47	3.41	2.98
RYK	22.98	23.11	25.93	26.89	25.25	26.77	21.3	15.46
RYR1	1.9	1.3	0.95	0.83	1.23	1.39	1.12	0.38
RYR2	0.51	0.57	0.72	0.72	0.6	1.02	0.61	0.6
RYR3	0.53	0.49	0.15	0.51	0.46	0.47	0.38	0.46
S100A1	0.77	0.42	0.38	0.35	0.45	0.37	0.31	0.63
